Field	Time	TopLeft:X	TopLeft:Y	TopLeft:Z	TopRight:X	TopRight:Y	TopRight:Z	BottomLeft:X	BottomLeft:Y	BottomLeft:Z	BottomRight:X	BottomRight:Y	BottomRight:Z	Brow:X	Brow:Y	Brow:Z	Tip:X	Tip:Y	Tip:Z	StickTopLeft:X	StickTopLeft:Y	StickTopLeft:Z	StickTopRight:X	StickTopRight:Y	StickTopRight:Z	StickBottomLeft:X	StickBottomLeft:Y	StickBottomLeft:Z	StickBottomRight:X	StickBottomRight:Y	StickBottomRight:Z		
216	0	-35.303669	-340.983337	1007.675293	20.828346	-344.851410	1010.787720	-54.899578	-313.452545	963.489502	-1.090639	-317.322479	966.284424	7.242969	-253.185593	865.690369	159.895325	-368.375092	1220.439575	176.422577	-387.913635	1196.429688	116.878212	-329.665802	1227.981567	175.089188	-400.818329	1146.399902	116.726128	-340.459229	1179.082642			
217	0	-35.306015	-340.984406	1007.675049	20.826017	-344.852356	1010.787842	-54.901817	-313.453125	963.489136	-1.092776	-317.323303	966.284119	7.241786	-253.186142	865.690674	159.588058	-368.405060	1220.315552	176.147385	-387.946136	1196.305054	116.573189	-329.682098	1227.830444	174.916794	-400.841766	1146.229492	116.522751	-340.456726	1178.918213			
218	0	-35.308357	-340.985443	1007.674805	20.823690	-344.853333	1010.788086	-54.904053	-313.453796	963.488770	-1.094911	-317.324066	966.283752	7.240602	-253.186646	865.690857	159.256149	-368.493835	1220.197021	175.853195	-388.025482	1196.182495	116.240623	-329.762268	1227.689575	174.737335	-400.887421	1146.058594	116.303543	-340.493835	1178.758911			
219	0	-35.310703	-340.986511	1007.674438	20.821367	-344.854340	1010.788330	-54.906288	-313.454376	963.488403	-1.097045	-317.324921	966.283447	7.239419	-253.187180	865.691162	158.907196	-368.638611	1220.081543	175.546158	-388.149780	1196.059570	115.888817	-329.903076	1227.557373	174.553741	-400.954224	1145.885620	116.073631	-340.568573	1178.602783			
220	0	-35.313049	-340.987579	1007.674194	20.819042	-344.855316	1010.788452	-54.908520	-313.455048	963.487976	-1.099178	-317.325714	966.283081	7.238237	-253.187683	865.691406	158.549362	-368.835114	1219.966431	175.232941	-388.315613	1195.933960	115.526756	-330.099487	1227.431885	174.369064	-401.040649	1145.709229	115.838455	-340.678131	1178.448853			
221	0	-35.315392	-340.988678	1007.673889	20.816719	-344.856293	1010.788818	-54.910755	-313.455627	963.487549	-1.101310	-317.326477	966.282715	7.237056	-253.188217	865.691650	158.191284	-369.077942	1219.848511	174.920517	-388.518860	1195.802979	115.163887	-330.345337	1227.310669	174.186523	-401.144836	1145.528564	115.603661	-340.818817	1178.295410			
222	0	-35.317726	-340.989746	1007.673645	20.814398	-344.857239	1010.788940	-54.912991	-313.456299	963.487122	-1.103441	-317.327301	966.282288	7.235876	-253.188766	865.691956	157.841690	-369.360260	1219.725342	174.615967	-388.754211	1195.664062	114.809830	-330.632904	1227.191040	174.009308	-401.264557	1145.342285	115.375008	-340.986359	1178.140869			
223	0	-35.320065	-340.990814	1007.673279	20.812078	-344.858215	1010.789185	-54.915222	-313.456909	963.486755	-1.105570	-317.328094	966.281921	7.234697	-253.189270	865.692200	157.509430	-369.674225	1219.594604	174.326340	-389.015686	1195.514893	114.474213	-330.953522	1227.070801	173.840485	-401.397095	1145.149414	115.158134	-341.175751	1177.984009			
224	0	-35.322407	-340.991852	1007.672913	20.809765	-344.859253	1010.789246	-54.917454	-313.457581	963.486328	-1.107698	-317.328888	966.281677	7.233519	-253.189774	865.692505	157.203033	-370.011261	1219.453247	174.058533	-389.296478	1195.353882	114.166374	-331.297607	1226.947388	173.683029	-401.539764	1144.949219	114.958511	-341.381622	1177.823120			
225	0	-35.324738	-340.992920	1007.672668	20.807449	-344.860229	1010.789490	-54.919685	-313.458221	963.485962	-1.109824	-317.329712	966.281311	7.232341	-253.190277	865.692749	156.930588	-370.362091	1219.299316	173.818954	-389.589386	1195.178589	113.895065	-331.655090	1226.818481	173.539749	-401.689484	1144.740967	114.781227	-341.598083	1177.656860			
226	0	-35.327068	-340.993988	1007.672302	20.805136	-344.861176	1010.789612	-54.921921	-313.458893	963.485535	-1.111948	-317.330475	966.280945	7.231166	-253.190811	865.692993	156.699387	-370.717194	1219.130981	173.613525	-389.887024	1194.988159	113.668266	-332.015564	1226.681641	173.413071	-401.843048	1144.523926	114.630913	-341.819305	1177.484253			
227	0	-35.329403	-340.995056	1007.672058	20.802826	-344.862152	1010.789856	-54.924149	-313.459534	963.485107	-1.114070	-317.331299	966.280579	7.229991	-253.191315	865.693237	156.515915	-371.067078	1218.946899	173.447327	-390.181854	1194.781250	113.492867	-332.368774	1226.534912	173.305115	-401.997253	1144.298340	114.511520	-342.039368	1177.304565			
228	0	-35.331730	-340.996124	1007.671692	20.800516	-344.863190	1010.790100	-54.926376	-313.460205	963.484558	-1.116191	-317.332092	966.280212	7.228818	-253.191864	865.693420	156.385376	-371.402374	1218.745850	173.324524	-390.466522	1194.557495	113.374512	-332.704651	1226.376953	173.217545	-402.149139	1144.063721	114.426285	-342.252502	1177.116455			
229	0	-35.334057	-340.997192	1007.671387	20.798210	-344.864166	1010.790222	-54.928600	-313.460846	963.484192	-1.118309	-317.332855	966.279785	7.227645	-253.192337	865.693604	156.311752	-371.714478	1218.527344	173.248337	-390.734100	1194.316772	113.317352	-333.014069	1226.206055	173.151642	-402.295563	1143.820435	114.377563	-342.453217	1176.919922			
230	0	-35.336384	-340.998199	1007.671143	20.795906	-344.865143	1010.790466	-54.930824	-313.461548	963.483765	-1.120426	-317.333679	966.279419	7.226475	-253.192871	865.693848	156.297485	-371.995483	1218.291016	173.220642	-390.978302	1194.059082	113.323952	-333.288696	1226.021484	173.108047	-402.433838	1143.568726	114.366837	-342.636658	1176.714600			
231	0	-35.338703	-340.999268	1007.670776	20.793606	-344.866089	1010.790588	-54.933048	-313.462189	963.483276	-1.122540	-317.334442	966.279114	7.225306	-253.193375	865.694092	156.343536	-372.238647	1218.037598	173.242203	-391.193665	1193.785522	113.395126	-333.521423	1225.822754	173.086945	-402.561523	1143.309570	114.394524	-342.798431	1176.500488			
232	0	-35.341026	-341.000305	1007.670410	20.791306	-344.867096	1010.790710	-54.935268	-313.462891	963.482849	-1.124651	-317.335236	966.278687	7.224138	-253.193878	865.694397	156.449142	-372.438416	1217.767822	173.312393	-391.375580	1193.497314	113.529953	-333.706726	1225.609741	173.087921	-402.676422	1143.043579	114.460083	-342.935181	1176.277710			
233	0	-35.343346	-341.001373	1007.670044	20.789011	-344.868103	1010.790955	-54.937481	-313.463531	963.482300	-1.126761	-317.336060	966.278320	7.222972	-253.194397	865.694580	156.611984	-372.590912	1217.483276	173.429382	-391.520691	1193.195801	113.725746	-333.840546	1225.383179	173.110092	-402.776947	1142.771851	114.561928	-343.044006	1176.047241			
234	0	-35.345654	-341.002441	1007.669678	20.786716	-344.869080	1010.791199	-54.939697	-313.464233	963.481873	-1.128867	-317.336823	966.277954	7.221808	-253.194901	865.694824	156.828140	-372.693604	1217.185547	173.589981	-391.626770	1192.883301	113.978119	-333.920624	1225.143311	173.151947	-402.861847	1142.495361	114.697540	-343.123291	1175.809326			
235	0	-35.347969	-341.003479	1007.669312	20.784424	-344.870026	1010.791321	-54.941914	-313.464905	963.481445	-1.130971	-317.337646	966.277588	7.220645	-253.195404	865.695007	157.092178	-372.745697	1216.876709	173.789795	-391.692902	1192.561646	114.281105	-333.946503	1224.891846	173.211487	-402.930298	1142.215698	114.863419	-343.172089	1175.565430			
236	0	-35.350277	-341.004486	1007.669067	20.782137	-344.871002	1010.791443	-54.944126	-313.465607	963.480957	-1.133073	-317.338440	966.277100	7.219484	-253.195908	865.695251	157.397369	-372.748077	1216.559570	174.023422	-391.719452	1192.233643	114.627319	-333.919281	1224.630493	173.286270	-402.982056	1141.934204	115.055260	-343.190643	1175.316528			
237	0	-35.352585	-341.005524	1007.668762	20.779854	-344.872040	1010.791687	-54.946339	-313.466278	963.480469	-1.135171	-317.339203	966.276794	7.218326	-253.196411	865.695435	157.735733	-372.703125	1216.236328	174.284363	-391.707977	1191.902100	115.008171	-333.841980	1224.360962	173.373474	-403.017303	1141.652100	115.268051	-343.179901	1175.064087			
238	0	-35.354885	-341.006592	1007.668396	20.777573	-344.873016	1010.791748	-54.948547	-313.467010	963.479919	-1.137267	-317.339996	966.276428	7.217169	-253.196930	865.695618	158.098419	-372.614838	1215.910522	174.565475	-391.661316	1191.569580	115.414085	-333.718994	1224.085449	173.469894	-403.036804	1141.371216	115.496155	-343.141785	1174.809448			
239	0	-35.357185	-341.007629	1007.667908	20.775293	-344.873962	1010.791870	-54.950748	-313.467651	963.479370	-1.139359	-317.340759	966.276001	7.216013	-253.197403	865.695862	158.475769	-372.488281	1215.584717	174.858978	-391.583130	1191.239014	115.834808	-333.556122	1223.806641	173.572128	-403.041534	1141.092896	115.733559	-343.079041	1174.554199			
240	0	-35.359478	-341.008636	1007.667664	20.773020	-344.874939	1010.792114	-54.952953	-313.468353	963.478943	-1.141448	-317.341522	966.275635	7.214861	-253.197906	865.695984	158.857834	-372.329834	1215.262085	175.156677	-391.478210	1190.912964	116.259697	-333.360229	1223.526611	173.676559	-403.033081	1140.818726	115.973938	-342.994904	1174.299805			
241	0	-35.361771	-341.009644	1007.667297	20.770748	-344.875946	1010.792236	-54.955151	-313.469086	963.478455	-1.143535	-317.342346	966.275269	7.213710	-253.198380	865.696167	159.234482	-372.146484	1214.945190	175.450348	-391.351807	1190.594727	116.677986	-333.139008	1223.248047	173.779602	-403.013092	1140.549927	116.210907	-342.893250	1174.048218			
242	0	-35.364063	-341.010681	1007.666931	20.768478	-344.876923	1010.792358	-54.957344	-313.469757	963.477905	-1.145617	-317.343079	966.274780	7.212562	-253.198898	865.696350	159.595734	-371.945953	1214.637207	175.731873	-391.209869	1190.286011	117.079178	-332.900696	1222.973267	173.877655	-402.983643	1140.287598	116.438148	-342.778290	1173.800171			
243	0	-35.366344	-341.011688	1007.666565	20.766216	-344.877899	1010.792480	-54.959538	-313.470490	963.477356	-1.147696	-317.343903	966.274353	7.211415	-253.199371	865.696533	159.932083	-371.736053	1214.340210	175.993408	-391.058411	1189.989746	117.453232	-332.653778	1222.704590	173.967270	-402.946869	1140.033203	116.649651	-342.654541	1173.557739			
244	0	-35.368629	-341.012726	1007.666260	20.763956	-344.878845	1010.792603	-54.961731	-313.471161	963.476807	-1.149772	-317.344635	966.274048	7.210271	-253.199875	865.696716	160.234741	-371.524597	1214.056885	176.227753	-390.903595	1189.707520	117.790901	-332.406677	1222.444458	174.045212	-402.905060	1139.787720	116.839737	-342.526398	1173.322021			
245	0	-35.370907	-341.013763	1007.665771	20.761698	-344.879822	1010.792725	-54.963917	-313.471893	963.476318	-1.151844	-317.345398	966.273621	7.209130	-253.200348	865.696960	160.495834	-371.319244	1213.788574	176.428375	-390.751282	1189.441040	118.083931	-332.167419	1222.194336	174.108582	-402.860382	1139.551392	117.003334	-342.398468	1173.093994			
246	0	-35.373177	-341.014740	1007.665405	20.759447	-344.880829	1010.792969	-54.966099	-313.472565	963.475830	-1.153912	-317.346222	966.273254	7.207991	-253.200836	865.697144	160.708618	-371.126862	1213.537354	176.589737	-390.606995	1189.191650	118.325249	-331.943420	1221.955933	174.154831	-402.815063	1139.325439	117.136078	-342.274780	1172.874756			
247	0	-35.375450	-341.015747	1007.665039	20.757198	-344.881805	1010.793091	-54.968277	-313.473328	963.475281	-1.155977	-317.346954	966.272827	7.206854	-253.201340	865.697266	160.867630	-370.953735	1213.303833	176.707291	-390.475830	1188.960205	118.509117	-331.741516	1221.730347	174.181946	-402.771149	1139.109741	117.234299	-342.159424	1172.664917			
248	0	-35.377716	-341.016754	1007.664673	20.754951	-344.882751	1010.793213	-54.970459	-313.473999	963.474670	-1.158037	-317.347748	966.272400	7.205719	-253.201782	865.697449	160.968811	-370.805206	1213.088867	176.777634	-390.362091	1188.747192	118.631218	-331.567230	1221.519043	174.188278	-402.730438	1138.904419	117.295258	-342.055664	1172.464722			
249	0	-35.379974	-341.017761	1007.664185	20.752712	-344.883698	1010.793335	-54.972630	-313.474701	963.474121	-1.160093	-317.348511	966.271973	7.204588	-253.202286	865.697632	161.009460	-370.685516	1212.892944	176.798538	-390.269196	1188.552490	118.688766	-331.425232	1221.321899	174.172821	-402.694519	1138.709717	117.317078	-341.966583	1172.274780			
250	0	-35.382229	-341.018768	1007.663818	20.750477	-344.884705	1010.793457	-54.974796	-313.475464	963.473572	-1.162145	-317.349243	966.271606	7.203460	-253.202759	865.697754	160.988449	-370.597809	1212.715698	176.769028	-390.199890	1188.376343	118.680481	-331.318909	1221.139771	174.135025	-402.664825	1138.525146	117.298859	-341.894409	1172.095215			
251	0	-35.384483	-341.019714	1007.663513	20.748245	-344.885681	1010.793579	-54.976967	-313.476135	963.473022	-1.164193	-317.350006	966.271179	7.202334	-253.203247	865.697937	160.906082	-370.544037	1212.556763	176.689392	-390.156006	1188.217773	118.606613	-331.250519	1220.972168	174.074997	-402.642242	1138.350220	117.240608	-341.840973	1171.925171			
252	0	-35.386734	-341.020691	1007.663147	20.746019	-344.886597	1010.793701	-54.979122	-313.476868	963.472473	-1.166237	-317.350739	966.270752	7.201211	-253.203690	865.698059	160.764099	-370.525177	1212.415161	176.561020	-390.138336	1188.075806	118.468925	-331.220978	1220.818726	173.993256	-402.627594	1138.184326	117.143303	-341.807373	1171.765015			
253	0	-35.388977	-341.021698	1007.662659	20.743795	-344.887573	1010.793823	-54.981285	-313.477570	963.471802	-1.168275	-317.351532	966.270325	7.200091	-253.204163	865.698181	160.565643	-370.540955	1212.289795	176.386566	-390.146973	1187.949219	118.270638	-331.230194	1220.678833	173.890945	-402.621216	1138.026489	117.008812	-341.793976	1171.613525			
254	0	-35.391212	-341.022675	1007.662170	20.741577	-344.888550	1010.793945	-54.983437	-313.478302	963.471313	-1.170310	-317.352234	966.269897	7.198974	-253.204651	865.698303	160.315216	-370.590088	1212.179199	176.169708	-390.181152	1187.836426	118.016327	-331.276764	1220.551147	173.769669	-402.623230	1137.875732	116.839874	-341.800751	1171.470215			
255	0	-35.393448	-341.023621	1007.661804	20.739363	-344.889526	1010.794067	-54.985588	-313.479004	963.470703	-1.172339	-317.352997	966.269409	7.197860	-253.205093	865.698486	160.018387	-370.670502	1212.081055	175.915100	-390.239288	1187.735474	117.711838	-331.358551	1220.434570	173.631439	-402.633484	1137.730713	116.640007	-341.826843	1171.333862			
256	0	-35.395676	-341.024597	1007.661438	20.737154	-344.890442	1010.794067	-54.987732	-313.479736	963.470093	-1.174364	-317.353760	966.269043	7.196749	-253.205536	865.698547	159.681885	-370.779114	1211.993652	175.628342	-390.319305	1187.644165	117.364120	-331.472382	1220.327271	173.478729	-402.651520	1137.590576	116.413445	-341.871124	1171.203491			
257	0	-35.397896	-341.025604	1007.661011	20.734953	-344.891388	1010.794189	-54.989872	-313.480469	963.469421	-1.176384	-317.354462	966.268616	7.195642	-253.206009	865.698669	159.313354	-370.912445	1211.914673	175.315704	-390.418457	1187.559937	116.981155	-331.614319	1220.227661	173.314255	-402.676575	1137.453369	116.165001	-341.931793	1171.077881			
258	0	-35.400112	-341.026550	1007.660645	20.732754	-344.892365	1010.794312	-54.992001	-313.481140	963.468933	-1.178399	-317.355225	966.268188	7.194537	-253.206467	865.698730	158.921082	-371.066132	1211.840942	174.984085	-390.533539	1187.480713	116.571640	-331.779877	1220.133911	173.141113	-402.707855	1137.317627	115.899994	-342.006744	1170.955322			
259	0	-35.402325	-341.027466	1007.660156	20.730558	-344.893311	1010.794373	-54.994137	-313.481903	963.468323	-1.180409	-317.355927	966.267761	7.193436	-253.206909	865.698853	158.513962	-371.235626	1211.770386	174.640762	-390.661011	1187.403320	116.144920	-331.964050	1220.043823	172.962463	-402.744232	1137.182373	115.624092	-342.093536	1170.834717			
260	0	-35.404530	-341.028412	1007.659668	20.728373	-344.894226	1010.794373	-54.996258	-313.482574	963.467651	-1.182414	-317.356689	966.267334	7.192338	-253.207352	865.698975	158.101196	-371.416077	1211.699829	174.293304	-390.797089	1187.325317	115.710663	-332.161591	1219.954956	172.781662	-402.784515	1137.045532	115.343178	-342.189453	1170.714233			
261	0	-35.406731	-341.029388	1007.659302	20.726187	-344.895172	1010.794495	-54.998383	-313.483337	963.466980	-1.184413	-317.357422	966.266785	7.191244	-253.207809	865.699097	157.692062	-371.602478	1211.626709	173.949341	-390.937897	1187.243774	115.278694	-332.367065	1219.865723	172.602036	-402.827515	1136.905640	115.063210	-342.291718	1170.592651			
262	0	-35.408924	-341.030334	1007.658813	20.724012	-344.896149	1010.794617	-55.000500	-313.484039	963.466431	-1.186407	-317.358124	966.266418	7.190153	-253.208252	865.699158	157.295624	-371.789825	1211.548096	173.616318	-391.079590	1187.156250	114.858734	-332.575012	1219.773560	172.426910	-402.871826	1136.761719	114.790100	-342.397400	1170.468628			
263	0	-35.411118	-341.031219	1007.658508	20.721840	-344.897064	1010.794617	-55.002609	-313.484772	963.465820	-1.188395	-317.358856	966.265991	7.189065	-253.208694	865.699280	156.920731	-371.973297	1211.461060	173.301422	-391.218475	1187.059692	114.460144	-332.780243	1219.676514	172.259369	-402.916168	1136.611694	114.529495	-342.503571	1170.340576			
264	0	-35.413300	-341.032166	1007.658020	20.719671	-344.897980	1010.794739	-55.004711	-313.485504	963.465149	-1.190378	-317.359558	966.265503	7.187982	-253.209106	865.699402	156.575562	-372.148529	1211.363647	173.011292	-391.351044	1186.951904	114.091751	-332.977631	1219.572388	172.102371	-402.959229	1136.454956	114.286751	-342.607483	1170.207153			
265	0	-35.415474	-341.033112	1007.657532	20.717510	-344.898895	1010.794739	-55.006813	-313.486176	963.464478	-1.192355	-317.360291	966.265076	7.186902	-253.209564	865.699463	156.267471	-372.311310	1211.253296	172.751923	-391.474030	1186.830688	113.761589	-333.162598	1219.459717	171.958542	-402.999878	1136.289917	114.066666	-342.706543	1170.067261			
266	0	-35.417645	-341.034027	1007.657043	20.715357	-344.899872	1010.794861	-55.008907	-313.486908	963.463867	-1.194326	-317.360962	966.264526	7.185826	-253.209976	865.699585	156.002945	-372.458160	1211.127808	172.528488	-391.584747	1186.694092	113.476692	-333.331116	1219.336670	171.830139	-403.036987	1136.116211	113.873512	-342.798279	1169.919922			
267	0	-35.419815	-341.034912	1007.656555	20.713209	-344.900787	1010.794861	-55.010998	-313.487610	963.463196	-1.196292	-317.361725	966.264099	7.184753	-253.210419	865.699646	155.787277	-372.585968	1210.985596	172.345291	-391.680817	1186.540771	113.242950	-333.479645	1219.201660	171.719009	-403.069550	1135.932861	113.710785	-342.880707	1169.764282			
268	0	-35.421970	-341.035828	1007.656189	20.711063	-344.901672	1010.794861	-55.013081	-313.488342	963.462524	-1.198251	-317.362396	966.263672	7.183685	-253.210846	865.699707	155.624557	-372.692474	1210.825317	172.205521	-391.760315	1186.369019	113.064964	-333.605347	1219.053955	171.626602	-403.096893	1135.739380	113.581245	-342.951996	1169.599854			
269	0	-35.424126	-341.036743	1007.655762	20.708927	-344.902618	1010.794983	-55.015156	-313.489044	963.461792	-1.200204	-317.363098	966.263245	7.182621	-253.211258	865.699768	155.517487	-372.775818	1210.646362	172.111282	-391.822021	1186.178711	112.945915	-333.706177	1218.892334	171.553818	-403.118225	1135.535645	113.486786	-343.010681	1169.426025			
270	0	-35.426266	-341.037598	1007.655151	20.706797	-344.903534	1010.794983	-55.017227	-313.489777	963.461182	-1.202151	-317.363800	966.262756	7.181560	-253.211670	865.699768	155.467453	-372.835114	1210.447998	172.063568	-391.865051	1185.968872	112.887459	-333.780609	1218.716797	171.501099	-403.133087	1135.321777	113.428398	-343.055908	1169.242554			
271	0	-35.428410	-341.038483	1007.654663	20.704674	-344.904419	1010.794983	-55.019291	-313.490448	963.460510	-1.204092	-317.364471	966.262329	7.180503	-253.212097	865.699829	155.474228	-372.869873	1210.230347	172.062180	-391.889130	1185.740112	112.889732	-333.828156	1218.526733	171.468399	-403.141266	1135.097900	113.406136	-343.086884	1169.049561			
272	0	-35.430538	-341.039398	1007.654297	20.702555	-344.905304	1010.794983	-55.021351	-313.491180	963.459839	-1.206026	-317.365204	966.261780	7.179451	-253.212509	865.699890	155.536346	-372.880493	1209.994019	172.105682	-391.894531	1185.493042	112.951324	-333.848785	1218.322632	171.455093	-403.142548	1134.864746	113.419174	-343.103516	1168.847534			
273	0	-35.432663	-341.040222	1007.653809	20.700441	-344.906250	1010.795105	-55.023403	-313.491913	963.459106	-1.207954	-317.365845	966.261353	7.178404	-253.212921	865.699890	155.650818	-372.867859	1209.739868	172.191666	-391.881897	1185.228760	113.069305	-333.843353	1218.105225	171.460190	-403.136902	1134.623291	113.465752	-343.105927	1168.636963			
274	0	-35.434788	-341.041107	1007.653381	20.698338	-344.907135	1010.795105	-55.025452	-313.492584	963.458496	-1.209875	-317.366547	966.260864	7.177360	-253.213318	865.699951	155.813385	-372.833405	1209.469727	172.316528	-391.852386	1184.948730	113.239319	-333.813263	1217.875366	171.482178	-403.124603	1134.374634	113.543304	-343.094543	1168.418579			
275	0	-35.436893	-341.041992	1007.652771	20.696238	-344.907990	1010.795105	-55.027489	-313.493317	963.457764	-1.211789	-317.367188	966.260376	7.176321	-253.213699	865.699951	156.018555	-372.779175	1209.185303	172.475754	-391.807526	1184.655029	113.455711	-333.760529	1217.634277	171.519135	-403.105835	1134.119873	113.648453	-343.070312	1168.193481			
276	0	-35.438999	-341.042847	1007.652283	20.694145	-344.908905	1010.795105	-55.029518	-313.493988	963.457031	-1.213697	-317.367889	966.259888	7.175286	-253.214127	865.700012	156.259857	-372.707550	1208.889038	172.664032	-391.749115	1184.350464	113.711624	-333.687714	1217.384033	171.568802	-403.081055	1133.860840	113.777145	-343.034271	1167.962646			
